yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	no	no	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	yes	no	yes	yes
yes	no	yes	no	no	no	yes
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
no	no	yes	yes	yes	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	yes
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	yes	no	no
yes	no	yes	no	no	no	yes
no	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	yes	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
no	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	yes	yes	no	yes
yes	no	yes	no	yes	yes	yes
no	no	yes	no	yes	no	yes
no	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	yes	yes	yes	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	yes	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	yes	yes	yes	yes	yes	yes
yes	no	yes	yes	yes	yes	yes
no	no	yes	yes	yes	no	yes
yes	no	yes	yes	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	no	no	no	no	no
no	no	yes	no	no	no	no
no	no	yes	yes	no	no	no
yes	no	yes	yes	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	yes	yes	no	yes
no	nan	nan	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	no	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	yes	yes	yes	yes	yes	yes
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	yes	no	yes	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	yes	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	yes	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	yes	yes	yes	yes	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
no	no	nan	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	yes	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	yes	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	yes
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	yes	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	yes	yes	yes	yes	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	yes	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	no	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	nan	no	no	no	no
no	no	nan	no	no	no	no
yes	no	yes	no	no	no	no
yes	yes	yes	no	yes	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	no	yes	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
no	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	yes	no
yes	no	yes	yes	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	yes	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	yes	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
no	no	yes	no	yes	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	no	yes
yes	no	yes	no	no	no	no
no	yes	nan	yes	yes	no	no
no	no	no	no	yes	no	no
no	no	yes	no	no	no	no
yes	no	yes	yes	no	no	yes
no	no	no	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	no	yes	no	no	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	yes
yes	no	yes	no	no	yes	no
no	no	nan	no	no	no	no
yes	no	yes	yes	no	no	no
yes	no	yes	no	no	no	no
no	yes	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
no	nan	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	no
yes	no	yes	yes	yes	yes	yes
yes	no	yes	no	no	no	no
yes	no	yes	no	no	no	yes
yes	no	yes	no	no	no	no
no	no	yes	no	no	no	no
yes	no	yes	yes	no	no	no
no	no	yes	yes	no	no	yes
yes	no	yes	no	no	no	no
